Date,Open,Close,Low,High,Adj Close,y
2017/12/7,2628.379883,2636.97998,2626.530029,2640.98999,2636.97998,2636.97998
2017/12/8,2646.209961,2651.5,2644.100098,2651.649902,2651.5,2651.5
2017/12/11,2652.189941,2659.98999,2651.469971,2660.330078,2659.98999,2659.98999
2017/12/12,2661.72998,2664.110107,2659.780029,2669.719971,2664.110107,2664.110107
2017/12/13,2667.590088,2662.850098,2662.850098,2671.879883,2662.850098,2662.850098
2017/12/14,2665.870117,2652.01001,2652.01001,2668.090088,2652.01001,2652.01001
2017/12/15,2660.629883,2675.810059,2659.139893,2679.629883,2675.810059,2675.810059
2017/12/18,2685.919922,2690.159912,2685.919922,2694.969971,2690.159912,2690.159912
2017/12/19,2692.709961,2681.469971,2680.73999,2694.439941,2681.469971,2681.469971
2017/12/20,2688.179932,2679.25,2676.110107,2691.01001,2679.25,2679.25
2017/12/21,2683.02002,2684.570068,2682.399902,2692.639893,2684.570068,2684.570068
2017/12/22,2684.219971,2683.340088,2678.129883,2685.350098,2683.340088,2683.340088
2017/12/26,2679.090088,2680.5,2677.959961,2682.73999,2680.5,2680.5
2017/12/27,2682.100098,2682.620117,2678.909912,2685.639893,2682.620117,2682.620117
2017/12/28,2686.100098,2687.540039,2682.689941,2687.659912,2687.540039,2687.540039
2017/12/29,2689.149902,2673.610107,2673.610107,2692.120117,2673.610107,2673.610107
2018/1/2,2683.72998,2695.810059,2682.360107,2695.889893,2695.810059,2695.810059
2018/1/3,2697.850098,2713.060059,2697.77002,2714.370117,2713.060059,2713.060059
2018/1/4,2719.310059,2723.98999,2719.070068,2729.290039,2723.98999,2723.98999
2018/1/5,2731.330078,2743.149902,2727.919922,2743.449951,2743.149902,2743.149902
2018/1/8,2742.669922,2747.709961,2737.600098,2748.51001,2747.709961,2747.709961
2018/1/9,2751.149902,2751.290039,2747.860107,2759.139893,2751.290039,2751.290039
2018/1/10,2745.550049,2748.22998,2736.060059,2750.800049,2748.22998,2748.22998
2018/1/11,2752.969971,2767.560059,2752.780029,2767.560059,2767.560059,2767.560059
2018/1/12,2770.179932,2786.23999,2769.639893,2787.850098,2786.23999,2786.23999
2018/1/16,2798.959961,2776.419922,2768.639893,2807.540039,2776.419922,2776.419922
2018/1/17,2784.98999,2802.560059,2778.379883,2807.040039,2802.560059,2802.560059
2018/1/18,2802.399902,2798.030029,2792.560059,2805.830078,2798.030029,2798.030029
2018/1/19,2802.600098,2810.300049,2798.080078,2810.330078,2810.300049,2810.300049
2018/1/22,2809.159912,2832.969971,2808.120117,2833.030029,2832.969971,2832.969971
2018/1/23,2835.050049,2839.129883,2830.590088,2842.23999,2839.129883,2839.129883
2018/1/24,2845.419922,2837.540039,2824.810059,2852.969971,2837.540039,2837.540039
2018/1/25,2846.23999,2839.25,2830.939941,2848.560059,2839.25,2839.25
2018/1/26,2847.47998,2872.870117,2846.179932,2872.870117,2872.870117,2872.870117
2018/1/29,2867.22998,2853.530029,2851.47998,2870.620117,2853.530029,2853.530029
2018/1/30,2832.73999,2822.429932,2818.27002,2837.75,2822.429932,2822.429932
2018/1/31,2832.409912,2823.810059,2813.040039,2839.26001,2823.810059,2823.810059
2018/2/1,2816.449951,2821.97998,2812.699951,2835.959961,2821.97998,2821.97998
2018/2/2,2808.919922,2762.129883,2759.969971,2808.919922,2762.129883,2762.129883
2018/2/5,2741.060059,2648.939941,2638.169922,2763.389893,2648.939941,2648.939941
2018/2/6,2614.780029,2695.139893,2593.070068,2701.040039,2695.139893,2695.139893
2018/2/7,2690.949951,2681.659912,2681.330078,2727.669922,2681.659912,2681.659912
2018/2/8,2685.01001,2581,2580.560059,2685.27002,2581,2581
2018/2/9,2601.780029,2619.550049,2532.689941,2638.669922,2619.550049,2619.550049
2018/2/12,2636.75,2656,2622.449951,2672.610107,2656,2656
2018/2/13,2646.27002,2662.939941,2637.080078,2668.840088,2662.939941,2662.939941
2018/2/14,2651.209961,2698.629883,2648.870117,2702.100098,2698.629883,2698.629883
2018/2/15,2713.459961,2731.199951,2689.820068,2731.51001,2731.199951,2731.199951
2018/2/16,2727.139893,2732.219971,2725.110107,2754.419922,2732.219971,2732.219971
2018/2/20,2722.98999,2716.26001,2706.76001,2737.600098,2716.26001,2716.26001
2018/2/21,2720.530029,2701.330078,2701.290039,2747.75,2701.330078,2701.330078
2018/2/22,2710.419922,2703.959961,2697.77002,2731.26001,2703.959961,2703.959961
2018/2/23,2715.800049,2747.300049,2713.73999,2747.76001,2747.300049,2747.300049
2018/2/26,2757.370117,2779.600098,2753.780029,2780.639893,2779.600098,2779.600098
2018/2/27,2780.449951,2744.280029,2744.219971,2789.149902,2744.280029,2744.280029
2018/2/28,2753.780029,2713.830078,2713.540039,2761.52002,2713.830078,2713.830078
2018/3/1,2715.219971,2677.669922,2659.649902,2730.889893,2677.669922,2677.669922
2018/3/2,2658.889893,2691.25,2647.320068,2696.25,2691.25,2691.25
2018/3/5,2681.060059,2720.939941,2675.75,2728.090088,2720.939941,2720.939941
2018/3/6,2730.179932,2728.120117,2711.26001,2732.080078,2728.120117,2728.120117
2018/3/7,2710.179932,2726.800049,2701.73999,2730.600098,2726.800049,2726.800049
2018/3/8,2732.75,2738.969971,2722.649902,2740.449951,2738.969971,2738.969971
2018/3/9,2752.909912,2786.570068,2751.540039,2786.570068,2786.570068,2786.570068
2018/3/12,2790.540039,2783.02002,2779.26001,2796.97998,2783.02002,2783.02002
2018/3/13,2792.310059,2765.310059,2758.679932,2801.899902,2765.310059,2765.310059
2018/3/14,2774.060059,2749.47998,2744.379883,2777.110107,2749.47998,2749.47998
2018/3/15,2754.27002,2747.330078,2741.469971,2763.030029,2747.330078,2747.330078
2018/3/16,2750.570068,2752.01001,2749.969971,2761.850098,2752.01001,2752.01001
2018/3/19,2741.379883,2712.919922,2694.590088,2741.379883,2712.919922,2712.919922
2018/3/20,2715.050049,2716.939941,2710.050049,2724.219971,2716.939941,2716.939941
2018/3/21,2714.98999,2711.929932,2709.790039,2739.139893,2711.929932,2711.929932
2018/3/22,2691.360107,2643.689941,2641.590088,2695.679932,2643.689941,2643.689941
2018/3/23,2646.709961,2588.26001,2585.889893,2657.669922,2588.26001,2588.26001
2018/3/26,2619.350098,2658.550049,2601.810059,2661.360107,2658.550049,2658.550049
2018/3/27,2667.570068,2612.620117,2596.120117,2674.780029,2612.620117,2612.620117
2018/3/28,2611.300049,2605,2593.060059,2632.649902,2605,2605
2018/3/29,2614.409912,2640.870117,2609.719971,2659.070068,2640.870117,2640.870117
2018/4/2,2633.449951,2581.879883,2553.800049,2638.300049,2581.879883,2581.879883
2018/4/3,2592.169922,2614.449951,2575.48999,2619.139893,2614.449951,2614.449951
2018/4/4,2584.040039,2644.689941,2573.610107,2649.860107,2644.689941,2644.689941
2018/4/5,2657.360107,2662.840088,2649.580078,2672.080078,2662.840088,2662.840088
2018/4/6,2645.820068,2604.469971,2586.27002,2656.879883,2604.469971,2604.469971
2018/4/9,2617.179932,2613.159912,2610.790039,2653.550049,2613.159912,2613.159912
2018/4/10,2638.409912,2656.870117,2635.780029,2665.449951,2656.870117,2656.870117
2018/4/11,2643.889893,2642.189941,2639.25,2661.429932,2642.189941,2642.189941
2018/4/12,2653.830078,2663.98999,2653.830078,2674.719971,2663.98999,2663.98999
2018/4/13,2676.899902,2656.300049,2645.050049,2680.26001,2656.300049,2656.300049
2018/4/16,2670.100098,2677.840088,2665.159912,2686.48999,2677.840088,2677.840088
2018/4/17,2692.73999,2706.389893,2692.050049,2713.340088,2706.389893,2706.389893
2018/4/18,2710.110107,2708.639893,2703.629883,2717.48999,2708.639893,2708.639893
2018/4/19,2701.159912,2693.129883,2681.899902,2702.840088,2693.129883,2693.129883
2018/4/20,2692.560059,2670.139893,2660.610107,2693.939941,2670.139893,2670.139893
2018/4/23,2675.399902,2670.290039,2657.98999,2682.860107,2670.290039,2670.290039
2018/4/24,2680.800049,2634.560059,2617.320068,2683.550049,2634.560059,2634.560059
2018/4/25,2634.919922,2639.399902,2612.669922,2645.300049,2639.399902,2639.399902
2018/4/26,2651.649902,2666.939941,2647.159912,2676.47998,2666.939941,2666.939941
2018/4/27,2675.469971,2669.909912,2659.01001,2677.350098,2669.909912,2669.909912
2018/4/30,2682.51001,2648.050049,2648.040039,2682.870117,2648.050049,2648.050049
2018/5/1,2642.959961,2654.800049,2625.409912,2655.27002,2654.800049,2654.800049
2018/5/2,2654.23999,2635.669922,2631.699951,2660.870117,2635.669922,2635.669922
2018/5/3,2628.080078,2629.72998,2594.620117,2637.139893,2629.72998,2629.72998
2018/5/4,2621.449951,2663.419922,2615.320068,2670.929932,2663.419922,2663.419922
2018/5/7,2680.340088,2672.629883,2664.699951,2683.350098,2672.629883,2672.629883
2018/5/8,2670.26001,2671.919922,2655.199951,2676.340088,2671.919922,2671.919922
2018/5/9,2678.120117,2697.790039,2674.139893,2701.27002,2697.790039,2697.790039
2018/5/10,2705.02002,2723.070068,2704.540039,2726.110107,2723.070068,2723.070068
2018/5/11,2722.699951,2727.719971,2717.449951,2732.860107,2727.719971,2727.719971
2018/5/14,2738.469971,2730.129883,2725.469971,2742.100098,2730.129883,2730.129883
2018/5/15,2718.590088,2711.449951,2701.909912,2718.590088,2711.449951,2711.449951
2018/5/16,2712.620117,2722.459961,2712.169922,2727.76001,2722.459961,2722.459961
2018/5/17,2719.709961,2720.129883,2711.360107,2731.959961,2720.129883,2720.129883
2018/5/18,2717.350098,2712.969971,2709.179932,2719.5,2712.969971,2712.969971
2018/5/21,2735.389893,2733.01001,2725.699951,2739.189941,2733.01001,2733.01001
2018/5/22,2738.340088,2724.439941,2721.879883,2742.23999,2724.439941,2724.439941
2018/5/23,2713.97998,2733.290039,2709.540039,2733.330078,2733.290039,2733.290039
2018/5/24,2730.939941,2727.76001,2707.379883,2731.969971,2727.76001,2727.76001
2018/5/25,2723.600098,2721.330078,2714.98999,2727.360107,2721.330078,2721.330078
2018/5/29,2705.110107,2689.860107,2676.810059,2710.669922,2689.860107,2689.860107
2018/5/30,2702.429932,2724.01001,2702.429932,2729.340088,2724.01001,2724.01001
2018/5/31,2720.97998,2705.27002,2700.679932,2722.5,2705.27002,2705.27002
2018/6/1,2718.699951,2734.620117,2718.699951,2736.929932,2734.620117,2734.620117
